Item Number,tmp,Title,list price1,list price2
2433704,561841012,LITTLE FEVRS SUSP LIQ 4OZCHR,6.39,6.39
2433738,511311969,FUTURO BACK SUPP OSFM ADJ,17.07,17.07
2433746,511311967,FUTURO WRIST SPLINT REVERS,13.32,13.32
2433811,2240065159,TRESEMME MOUSSE 6.5OZ CNTRL,3.94,3.94
2433829,224006515,TRESEMME FIN SPR 11OZ CLMT,5.23,5.23
2433852,2240064045,TRESEMME H/S 11OZ FREEZE,5.21,5.21
2433860,128435435,PHILLIPS COLON HEALTH,16.39,16.39
2442846,23403027,DUREX CONDOM XTR SENSTV,5.46,5.46
2442879,23403027,DUREX CONDOM PLEASURE PK,6.18,6.18
2442903,23403027,DUREX CONDOM TROPICAL,6.18,6.18
2443661,36373904781,UD DOCUSATE SOD 100MG SK 47810,4.25,4.25
2443711,485828022,BIOTENE M/W 8OZ DRY MOUTH,3.5,3.5
2443752,866793415,ATTENDS AP0730100 UW L 4/C,43.79,43.79
2443760,866793415,ATTENDS AP0740100 UWXL  4/C,56.3,56.3
2443893,30090462324,MUCUS RELIEF TAB UNBOX MJ 3246,2.95,2.95
2443901,30090462325,MUCUS RELIEF TAB UNBOX MJ 3252,3.94,3.94
2443927,30090462335,MUCUS RELIEF DM TAB MJ NEW,5.95,5.95
2443976,2324,BLAD PAD SURETYS MEN 6C 23246A,28.87,28.87
2444297,801963029,CURAD BNDG EXTREM LENGTH 01101,1.35,1.35
2444370,677772190,UD BACITRACIN OINT .9G 1161,12.55,12.55
2444529,35416200040,HEMORRHOIDAL HYGIENE PADS  GRX,4.06,4.06
2444537,30090458246,UD VIT D 1000IU TAB MAJ,4.34,4.34
2444610,829030965,BD SYR ONLY LL 3CC 309657,11.96,11.96
2444628,3813710184,AVEENO BBY CRM 5OZ ECZEMA,8.4,8.4
2444636,3813710184,AVEENO BBY BATH 8OZ CLEANSING,6.58,6.58
2444776,3813710183,AVEENO DLY MOISTZR 2.5OZ SPF30,8.21,8.21
2444800,3813710171,AVEENO EXFOLIATING SCRUB 5OZ,4.29,4.29
2444966,528004807,LUBRIDERM MEN LOT 16OZ FRAG,5.38,5.38
2444974,528004807,LUBRIDERM MEN LOT 16OZ UNS,5.38,5.38
2445062,705010251,NEUTROGENA NAT MKUP RMV 6OZ,5.56,5.56
2445070,705010251,NEUTROGENA NAT CLNS 6OZ,5.56,5.56
2445088,705010251,NEUTROGENA NAT PORE SCRUB 4OZ,5.56,5.56
2445096,705010212,NEUTROGENA RPD WRKL EYE .5OZ,16.2,16.2
2445104,705010212,NEUTROGENA RPD WRKL 1OZ DAY,16.2,16.2
2445112,705010212,NEUTROGENA RPD WRKL 10Z NITE,16.2,16.2
2445120,743004925,BENGAY GEL 4OZ CLD THERAPY,7.3,7.3
2445161,3813710583,BANDAID ADULT MICKEY ASST,2.55,2.55
2445823,198695414,KNEE BRACE HING NEO 3X BK FLA,30.63,30.63
2446342,1070540096,DENTEMP DENTURE RELINE IT KIT,4.6,4.6
2446359,994320020,BRANAM ORTHO GIBBY NWBRN CLR,6.63,6.63
2446367,994320021,BRANAM ORTHO GIBBY TDLR CLR,6.63,6.63
2446375,994320022,BRANAM ORTHO GIBBY NWBRN GRN,6.63,6.63
2446383,994320022,BRANAM ORTHO GIBBY TDLR GRN,6.63,6.63
2446474,460360034,GS COTTON SWABS VANITY PK,2.52,2.52
2446482,37003012902,GS CHILD CLD M/S 4OZ GRP,3.68,3.68
2446508,84603600426,GS BNDG KIDS HEROS 3/4IN,1.42,1.42
2446516,84603600367,GS PETROLEUM JELLY TUBE 2.5OZ,1.48,1.48
2446573,84603600378,GS NIPPER EZY GRIP CUTICLE,4.26,4.26
2446581,84603600381,GS NIPPER EZY GRIP TOENAIL,5.57,5.57
2446599,84603600375,GS TWEEZERS MINI SET W/CASE,1.73,1.73
2446607,84603600384,GS CALLUS REMOVER EZY GRIP,2.18,2.18
2446615,84603600374,GS TWEEZERS SLANT TIP BK,0.59,0.59
2446623,84603600373,GS TWEEZERS SLANT EZY GRIP,0.85,0.85
2446631,84603600385,GS CALLUS/CORN SHAVER EZY GRIP,3.02,3.02
2446649,84603600386,GS FOOT BRUSH/PUMICE W/HNDL,2.18,2.18
2446664,84603600379,GS NAIL CLIPPER EZY GRIP,0.94,0.94
2446672,84603600380,GS TOENAIL CLIPPER EZY GRIP,0.99,0.99
2446698,84603600407,GS NAIL SALON BOARD BK,0.72,0.72
2446706,84603600392,GS NAIL EMERY BOARD,0.37,0.37
2446714,84603600391,GS NAIL BANANA BOARD,0.72,0.72
2446722,84603600390,GS NAIL 4-WAY BUFFER,0.59,0.59
2446730,84603600389,GS NAIL SALON BOARD PN,0.72,0.72
2446748,84603600388,GS NAIL CLIPPER 3PC VALUE PK,2.42,2.42
2446755,84603600383,GS HAIR SCISSORS EZY GRIP,3.4,3.4
2446763,84603600376,GS EYEBROW SHAPERS,1.85,1.85
2446771,84603600377,GS EYELASH CURLER EZY GRIP,1.89,1.89
2446797,7007456482,ENSURE MUSCLE STR 8Z 4PK 56482,28.28,28.28
2447399,279170213,VITAFUSION ADULT GUMMY VIT D,4.6,4.6
2447472,36304402030,IFEREX 150 CAPS      NN 020301,13.59,13.59
2447811,65230842042,WALKER 4-WHL GETGO GRV 4204BLR,78.05,78.05
2448041,3786793005,BRIEF UW SC PROT XL SUP1225 4C,45.02,45.02
2448140,60418061211,TRANSFER BNCH 30008 SLIDE ROS,117.65,117.65
2448165,60418037662,TRANSFER BNCH 30012 SLID ROS,175.87,175.87
2448926,7830006991,CAREFREE PNTYLNR B/S THIN,1.14,1.14
2448942,3600013792,DEPEND MEN GUARD 13792 2/CS,25.28,25.28
2449031,4973501291,NEOCATE JR W/PREBIOTICS 400GM,35.04,35.04
2449247,857314414,HYDROFERA BL FM 4X4 HB4414,55.4,55.4
2449254,857316614,HYDROFERA BL FM 6X6 HB6614,117.98,117.98
2449304,857344414,HYDROFERA BL FILM 4X4 HBRF4414,93.82,93.82
2449312,857344475,HYDROFERA BL ISL4X4.75HBRF4475,94.39,94.39
2449379,7007462094,NEPRO HM VAN RTU 8OZ CAN 62094,75.58,75.58
2449387,7007462090,NEPRO BPEC RTU 8OZ CAN 62090,75.58,75.58
2449395,7007462092,NEPRO MIXBRY RTU 8OZ CAN 62092,75.58,75.58
2449403,7007462088,SUPLENA HM VAN RTU 8Z CAN62088,58.2,58.2
2449452,30053634810,FERROUS SUL ER 140MG TAB WAT,8.88,8.88
2449486,7007456564,ENSURE COMP VAN 8Z INST56564,54.12,54.12
2449494,7007405656,ENSURE COMP CHO 8Z INST56562,54.03,54.03
2449791,829030965,BD SYR ONLY TB 1CC 309659,20.64,20.64
2453512,257154015,LABEL NOTE DOSE STRNGTH APC,3.39,3.39
2453546,808037424,SUCTION TRAY 14FR SAF VAC,31.26,31.26
2454262,39277105900,LAN-O-SOOTHE 7GM    GRX 059007,1.85,1.85
2455269,35497330981,HYLANDS NITE CLD/CGH KIDS 4OZ,6.43,6.43
2455566,85707400101,KERASAL FT OINT 1OZ,7.79,7.79
2455632,148320105,LUDENS DROP BAG WILD CHR S/F,1.49,1.49
2455640,7605695066,SINUS BUSTER NASAL SPR .68OZ,9.32,9.32
2456226,9223760335,NEBULIZER FROG RETAIL 50000,24.15,24.15
2456234,9223760336,NEB CARRY BAG FROG,5.14,5.14
2456275,9223760255,TOILT SFTY FRM ROS-TSF1 ROS,21.71,21.71
2460640,36761801013,COLACE CAPS 100MG,9.44,9.44
2460657,36761801016,COLACE CAPS 100MG,15.68,15.68
2460749,36761801063,PERI-COLACE TAB,10.71,10.71
2461309,676181076,SLOW MAG TAB,9.94,9.94
2461374,36761801011,COLACE CAPS 100MG,3.74,3.74
2470060,307680032,SD CALC/MAG/ZINC CAPL,3.06,3.06
2470086,307681233,SD FISH OIL 1000MG SGL,6.97,6.97
2470110,307680040,SD GARLC 75MG TAB ODRLSS,4.65,4.65
2470367,307680051,SD C 500MG ASCORBC ACID,3.63,3.63
2470417,307689052,SD C 500MG CAP T/R,4.83,4.83
2470698,307680060,SD B  COMPLEX TAB,3.43,3.43
2470839,307680069,SD ZINC GLUC 50MG CAPL,3.5,3.5
2470854,307686069,SD B-12 1000MCG TAB,3.44,3.44
2471373,307680034,SD MILK THISTLE 240MG CAP,4.3,4.3
2471399,307680054,SD MELATONIN 300MCG TAB,3.05,3.05
2471548,307686096,SD B-12 1500MCG TAB T/R,4.9,4.9
2471597,307680055,SD C 500MG CHEW R/H TAB,5.92,5.92
2471894,307680096,SD CALCM 1200MG SGL,4.86,4.86
2471944,307680067,SD FOLIC ACID 800MCG TAB,1.94,1.94
2472033,307680113,SD FLAX OIL 1000MG SGL,5.96,5.96
2472066,307680048,SD BILBERRY 40MG CAP,3.73,3.73
2472132,307680033,SD ECHINACEA CAP NAT,4.2,4.2
2474369,30053640881,CETIRIZINE 10MG TAB WAT,8.69,8.69
2474377,30053640888,CETIRIZINE 10MG TAB WAT,3.08,3.08
2474716,30053634810,FERROUS SUL ER 140MG TAB WAT,4.72,4.72
2474799,269744104,PROSTAT 64 NAT 30OZ 40064,124.27,124.27
2474815,9296102003,BRAINSTRONG PRENATAL PLUS SGL,13.82,13.82
2474906,866793685,ATTENDS APV20 34-44 UW M 4/C,31.52,31.52
2474914,866793685,ATTENDS APV30 44-58 UW L 4/C,31.52,31.52
2474922,866793685,ATTENDS APV40 58-68 UW XL 4/C,31.52,31.52
2475036,8460360039,GS ADULT ADJ BRF UNI MD,7.47,7.47
2475085,37003014993,GS FLU/CLDCOUGH PKT BRY,3.63,3.63
2475093,84603600454,GS S/S SPR 6OZ SPF70,5.02,5.02
2475101,84603600457,GS S/S MIST 5OZ SPF55,5.25,5.25
2475143,7003013274,GS STOMACH RELIEF C/TAB REG,2.62,2.62
2475150,30113020625,GS NICOTINE GUM 2MG MNT,19.99,19.99
2475168,30113042225,GS NICOTINE GUM 4MG MNT,23.51,23.51
2475200,18041000051,GS PERSONAL CLEANSING CLOTH,2.6,2.6
2475226,3600012539,DEPEND SA S-M ML 32 BNS PK 2C,41.28,41.28
2475234,3600012535,DEPEND SA S-M FEM 32 BNS PK 2C,38.85,38.85
2475259,3600013406,DEPEND SA XL FEM 26 BNS PK 2C,41.28,41.28
2475267,3600013407,DEPEND SA L-XL MEN 28 BNS PK2C,41.28,41.28
2475820,10884521077,BRIEF UW SC PROT 2X SUP1630 4C,33.07,33.07
2475960,37003014998,GS ASPIRIN 81MG TAB TRIPLE PK,2.99,2.99
2476380,59281000,SINUFLO READY RINSE 8OZ,7.87,7.87
2476398,70592800204,NETI POT PORCELAIN W/50 PK,13.33,13.33
2476653,3458401758,GRABBAR 16 1 1/4D ANGLD CRV,38.6,38.6
2476661,3458401760,GRAB BAR TOILT PAPR HLDR CRV,38.56,38.56
2476679,3458401761,GRAB BAR SHLF LR2356DBN 16CRV,36.31,36.31
2477453,908911315,UNDERPAD PREV 23X36 UP120 8/CS,22,22
2477925,18368900088,WATER BOTTLED PUREA 2914481 FQ,3.06,3.06
2478188,2697404108,DIFFSTAT CAP 80001,19.8,19.8
2479798,384727909,SPEN 39313 POLYSORB M 12/13,21.91,21.91
2479806,384727909,SPEN 39313 POLYSORB W11 M10/11,21.91,21.91
2480135,31209000324,LANTISEPTIC MULTI PUR OINT 4OZ,4.39,4.39
2480150,31209000407,LANTISEPTIC DAILYCARE JAR 14OZ,9.35,9.35
2480309,7830006988,CAREFREE PNTYLNR B/S XLNG UNS,3,3
2480317,7830006985,CAREFREE PNTYLNR REG BKNG SODA,1.14,1.14
2480333,7830006986,CAREFREE PNTYLNR B/S LNG UNS,3,3
2480358,7830006994,CAREFREE PNTYLNR B/S REG UNS,3,3
2480424,531003416,AQUAFRESH TPST 5.6OZ PURE BRTH,2.74,2.74
2480531,530761733,SAFETUSSIN PM COUGH 4OZ,5.36,5.36
2480549,67811210125,CLEAR EYES .5OZ COOL CMFRT RD,3.75,3.75
2480556,67811210126,CLEAR EYES.5OZ COOL CMFRT ITCH,3.75,3.75
2480572,81652601001,ST JOSEPH ENTERIC ASP TAB,4.41,4.41
2480598,81652601000,ST JOSEPH ENTERIC ASP TAB,1.63,1.63
2480614,8165260100,ST JOSEPH C/TAB ORN,1.63,1.63
2480739,921210336,SLEEPRIGHT BREATHING AID,6.49,6.49
2480747,921210337,SLEEPRIGHT BREATHING AID,3.33,3.33
2480788,415332434,THERMALON DRY EYE COMPRESS,6.74,6.74
2482388,35416207502,CETAKLENZ CLNSR PMP 19OZ GRX,5.29,5.29
2482628,2360102200,GRAB BAR 12 B20000 ULTR CRX,8.21,8.21
2483014,37003012905,GS FEXOFENADINE ALLGY TAB 24HR,8,8
2483022,30113057139,GS FEXOFENADINE ALLGY TAB 24HR,11.5,11.5
2483188,9089113077,UNDERPAD PREV 30X36 UP425 4/CS,42.15,42.15
2483592,75475613018,WALKER 4-WHL RED SEE 5487137,86.23,86.23
2483881,8843891262,OXYGEN CANNULA 25FT HCS4515B,3.55,3.55
2484004,80110772,CATH TRAY TCHLS 16FR PL 772514,82.5,82.5
2484442,6127169900,BOOTIES SLIP RESIST SM R9900S,3.22,3.22
2484806,30002871517,HUMULIN 70-30 VL  3ML,39.26,39.26
2484814,411676011,SELSUN BLUE SHAM 11OZ DEEP CLN,6.91,6.91
2484830,907633311,NEB COMP PED PINK PANDA MQ6005,34.76,34.76
2484996,7007462119,PEDIASURE PEPTIDE 1.0 VAN62119,120.56,120.56
2485019,7007462123,PEDIASURE PEPTIDE 1. UNFL62123,120.88,120.88
2485027,7007456655,PEDIASURE PEPTIDE 1.5 VAN56655,167.92,167.92
2485076,7007455251,ELECARE DHA-ARA 14.1OZ 55251,217.98,217.98
2485084,7007455253,ELECARE JR UNFLAV 14.1OZ 55253,217.98,217.98
2485092,7007456585,ELECARE JR VAN PD 14.1OZ 56585,217.98,217.98
2485290,307681258,SD B-6  50MG TAB   812587,2.9,2.9
2486140,165005409,CITRACAL SLOW RELEASE TAB,10.22,10.22
2486165,165005458,ONE A DAY WMN PETITE,7.26,7.26
2486207,165005429,RID LICE COMB,6.09,6.09
2486215,165005572,ALKA SELTZER + CLD EFFRV,8.35,8.35
2486223,165005552,ALKA SELTZER +CLD SINUS LGEL,5.41,5.41
2486447,756090412,OLAY DLY FACE CLEANSING CLOTH,4.18,4.18
2486561,57301792,ADVIL CHILD C/TAB GRP,4,4
2486579,57301751,ADVIL CHILD STRENGTH TAB,4,4
2486587,57302900,ADVIL CHILD SUSP 1OZ D/F WGRP,1.71,1.71
2486629,3187331,ROBITUSSIN PEAK CLD M/S TAB NT,5.29,5.29
2486637,3187361,ROBITUSSIN PEAK DM CGH/CHST4OZ,4.92,4.92
2486645,3187361,ROBITUSSIN PEAK DM CGH/CHST 8Z,7.57,7.57
2486652,3187364,ROBITUSSIN PEAK DM CLD/CGH12OZ,8.8,8.8
2486686,3187371,ROBITUSSIN PK DM SFCGH/CHST4OZ,5.02,5.02
2486702,3187412,ROBITUSSIN PEAK L/ACT SGL,4.87,4.87
2486710,3187341,ROBITUSSIN PEAK MAX M/S 4OZ,5.88,5.88
2486744,3187351,ROBITUSSIN PEAK NIGHT M/S 8OZ,7.35,7.35
2486801,30132020145,FLEET ENEMA ADULT 4.5OZ EZ,3.99,3.99
2486843,998740020,MATYS NAT COUGH SYRP 4OZ,5.27,5.27
2486868,998740020,MATYS NAT VAPOR RUB 1.5OZ,4.34,4.34
2487544,34353841028,TOETAL FRESH SOL 28ML,24.96,24.96
2488237,6382400196,MUCINEX DM FAST MAX 6OZ,9.48,9.48
2488245,30638240166,MUCINEX FAST MAX CLD/SNS 6OZ,9.48,9.48
2488252,30638240146,MUCINEX FAST MAX CON/CGH 6OZ,9.48,9.48
2488260,30638240156,MUCINEX FAST MAX CLD/FLU 6OZ,9.48,9.48
2488278,638240176,MUCINEX CHILD M/S  FVR 4OZ,7.35,7.35
2488286,638240234,MUCINEX SE EXPCT M/S,27.72,27.72
2488294,638240724,MUCINEX DM EXPCT M/S,30.47,30.47
2489177,7346209870,PANOXYL ACNE WASH 4% 6OZ CRMY,7.14,7.14
2489748,3600025836,KLEENEX ANTI VIRAL 27/CS,53.93,53.93
2489946,35497332021,HYLANDS LEG CRAMP OINT 2.5OZ,7.16,7.16
2489953,3813711510,AVEENO ECZEMA THRPY CRM 5OZ,7.9,7.9
2490324,236010310,PILLOW COOL INSERT P100-00,13.88,13.88
2490399,37003012923,GS IBUPROFEN SUSP 4OZ BRY DF,3.95,3.95
2490407,37003012907,GS FEXOFENADINE ALLGY TAB 24HR,15.91,15.91
2490811,847011300,PENTIP PEN NDL 8MM 31G AN1130,6.5,6.5
2490829,847011900,PEN NDL 31G 6MM AN1190,6.5,6.5
2490894,3600028788,VIVA PPRTWL BIG 24/CS,51,51
2491397,89811500218,ZARBEES CHILD SYRP 4OZ GRP,6.59,6.59
2491421,37003014738,GS LORATADINE 10MG TAB BLSTR,5.15,5.15
2491520,69212103359,SLEEPRIGHT TONGUE CLNR,2.44,2.44
2491579,239000143,DAYQUIL 8OZ,6.49,6.49
2491595,239000143,DAYQUIL 12OZ,8.1,8.1
2491603,239000143,DAYQUIL COUGH 12OZ,7.81,7.81
2491629,239000143,DAYQUIL MUCUS CONTROL DM 12OZ,7.81,7.81
2491645,239000142,NYQUIL CLD/FLU 8OZ ORG,6.49,6.49
2491652,239000142,NYQUIL CLD/FLU 8OZ CHR,6.49,6.49
2491660,239000142,NYQUIL CLD/FLU 12OZ ORG,8.1,8.1
2491678,239000142,NYQUIL CLD/FLU 12OZ CHR,8.1,8.1
2491686,239000143,NYQUIL CGH 8OZ CHR,6.6,6.6
2491694,239000143,NYQUIL CGH 12OZ CHR,7.81,7.81
2491702,239000143,NYQUIL CLD/FLU 12OZ ALC FREE,7.81,7.81
2491710,239000142,NYQUIL CLD/FLU 12OZ VAN/CHR,8.1,8.1
2491728,239000144,DAYQUIL LIQUICAPS,6.43,6.43
2491736,239000144,DAYQUIL LIQUICAPS,8.18,8.18
2491751,239000143,NYQUIL CLD/FLU LIQCAP,6.43,6.43
2491769,239000144,NYQUIL CGH/CLD LIQCAP,8.1,8.1
2491991,9110810480,COLD-EEZE ORAL SPR CHR 1.75,8.99,8.99
2492049,9110810125,COLD-EEZE LZNG BOX HNY LEMON,4.98,4.98
2492122,287855096,VICKS THERMOMTER COMFRT CL/STP,143.16,143.16
2492478,3847279096,SPEN 39313 POLYSORB W6/7 M7/8,21.91,21.91
2492486,3847279097,SPEN 39313 POLYSORB W8/9 M9/10,21.91,21.91
2492494,3847209765,SPEN 38625 ETHBND W6/7 M7/8,20.63,20.63
2492502,3847209766,SPEN 38625 ETHBND W8/9 M9/10,21.91,21.91
2492510,3847209767,SPEN 38625 ETHBND W10/11M11/12,20.63,20.63
2493526,8457170041,THERMOMETER TEMPLE MINI 09330,11.67,11.67
2493534,8457170933,THERMOMETER FOREHEAD 09334,20.67,20.67
2493542,8457170028,NEB 1150D COMP DRAGON VER,28.97,28.97
2493559,8457170032,NEB 11512 COMP KITTY VER,28.97,28.97
2493583,307681948,SD MELATONIN 10MG CAP,11.17,11.17
2493591,307681994,SD VIT D3 2000IU SGL,11.88,11.88
2494540,442549402,CANE SILVER STEEL 700LB 94029,21.19,21.19
2502607,2360102341,COMMODE B34100 FOLD DLX CAR,44.48,44.48
2503274,35038309175,VIT D3 400U/ML DROP 50ML   HIT,6.7,6.7
2503340,307680400,SD VIT D 3000 GLUCOSAMINE,6.78,6.78
2504090,3320018085,ARM/HAMR CMPLT + ENAMEL 6OZ,3.36,3.36
2504314,36498001730,UD FOLITAB 500 OTC   RI 017303,17.45,17.45
2504330,75475613025,BED WEDGE FOLDING 7.5IN F1575F,25.84,25.84
2504348,75475613023,BED WEDGE FOLDING 10IN F1510F,29.53,29.53
2504355,75475613024,BED WEDGE FOLDING 12IN F1512F,30.77,30.77
2506160,3504600386,WM 5-HTP 50MG TAB,6.05,6.05
2506178,3504600389,WM DHEA 50MG TAB,5.58,5.58
2506186,3504600392,WM MELATONIN 10MG TAB TM/R,8.47,8.47
2506418,73221630091,ZICAM CLD RPDMELT ORN CRM,9.15,9.15
2506426,7003012919,GS PROBIOTIC CAPS 4X,13.75,13.75
2506442,7003012913,GS VIT CENTURY MAT MEN 50+,5.8,5.8
2506467,7003012917,GS VIT CENTURY MAT WMN 50+,5.78,5.78
2506624,31011902266,SOOTH HYDRA DRY EYE 15ML,8.41,8.41
2506632,30065036252,OPTI-FREE PURE MOIST 10OZ,9.5,9.5
2506657,30065036102,OPTI-FREE PURE MOIST TRVL 2OZ,1.76,1.76
2506665,30065036103,OPTI-FREE PURE MOIST 4OZ,5.59,5.59
2506673,30065019231,OPTI-FREE PURE MOIST DRP .4OZ,6.49,6.49
2506756,7214000769,NIVEA LIP CARE .17OZ MNTMIN,1.89,1.89
2506772,3600012852,U BY KOTEX ULTATHIN TWEEN PAD,3.76,3.76
2506822,4203710144,BRUSHPICKS OVALS,2.59,2.59
2506830,3600019909,POISE PAD PET ULTTHN LT 10/CS,23.77,23.77
2508067,198690033,KNEE SUPP PRO 3D MDCML7588817,30.63,30.63
2508083,198690034,KNEE SUPP PRO 3D 1LCML7588819,30.63,30.63
2508091,198690034,KNEE SUPP PRO 3D 2LCML7588820,30.63,30.63
2508265,79285007199,BURTS BEES CUTICLE CRM .6OZ,4,4
2508273,79285077699,BURTS BEES RE-Q OINT .6OZ,4.27,4.27
2508281,79285000761,BURTS BEES LIP TUBE ACAI BRY,2.3,2.3
2508299,79285014399,BURTS BEES LIP TIN BEESWAX,2.3,2.3
2508307,79285014099,BURTS BEES LIP TUBE BEESWAX,2.3,2.3
2508323,79285025999,BURTS BEES HAND CRM ALMND 2OZ,6.49,6.49
2508539,84603600476,GS DECONG TAB PRESS/PAIN PSEF,2.77,2.77
2508547,84603600474,GS DECONG TAB SEVERE CLD PSEF,2.77,2.77
2508554,84603600473,GS ALLERGY RELIEF CAP SINUS,2.77,2.77
2508570,37003014973,GS MICONAZOLE1 COMBO PK,12.49,12.49
2509263,4390009764,NUTRISOURCE FIB PKT0.14Z 97648,34.89,34.89
2509347,35416207251,VITAMIN E ORL DRPS 12ML GRXNEW,9.78,9.78
2510444,65230812569,WALKER CANE HOLDER CH4000R,10.69,10.69
2514446,2571540216,LABEL IMPAIR DRIVING ABLTY APC,3.32,3.32
2514461,2571540150,LABEL AVOID WAITING GN   APC,3.32,3.32
2514503,2571540925,LABEL NOT W/GRAPEFRUIT  APC,3.39,3.39
2514511,2571540160,LABEL PCKG NOT C/R APC 40160,3.32,3.32
2514529,2571540147,LABEL DNT TKE W/MILK APC 40147,3.12,3.12
2514545,2571540178,LABEL FOR RECTAL ONLY BLU APC,3.39,3.39
2514552,2571540359,LABEL CLEAN MOUTHPIECE BLU APC,3.12,3.12
2514594,2571500071,LABEL FOR IRRIGATION ONLY  APC,3.39,3.39
2514610,2571540351,LABEL AVOID DRCT SUN APC 40351,3.39,3.39
2514628,2571540146,LABEL ALTER EFFECTIVE RED  APC,3.39,3.39
2514636,2571540116,LABEL POISON RED   APC   40116,3.39,3.39
2514644,2571540805,LABEL FOR THE NOSE  APC  40805,3.39,3.39
2514669,2571539905,LABEL P.R.N. RED   APC   39905,3.39,3.39
2514727,30638240081,MUCINEX EXPCT ER BLSTPK TAB,43.81,43.81
2515526,7094230418,GUM PRXBRSH CLNRS MOD,3.47,3.47
2515534,75618410177,LITTLE FEVRS INF 2OZ GRP,5.12,5.12
2515583,65230842049,WALKER 4-WHL GETGO GRV 4204RDR,78.05,78.05
2515740,838001817,HOL 18172 NI DRN PCH 1/34,20.51,20.51
2515807,89468900121,HOL 519921 RESTORE 4X4 THIN DS,14.94,14.94
2515864,279170147,VITAFUSION MULTI VITE,4.72,4.72
2515906,4467710020,LANSINOH HPA LANOLIN 40GM TUBE,7.42,7.42
2515989,88947651476,CYSTEX LIQ COMPLEX CRAN 7.6OZ,7.35,7.35
2516052,30090462554,SORE THROAT LOZ      MJ 625549,2.59,2.59
2517027,453346000,VANIPLY OINT 13OZ JAR,11.21,11.21
2517357,6570202881,LANCET FASTCLIX 05360145001,13.15,13.15
2517464,57301332,ADVIL FILM COATED TAB,3.52,3.52
2517472,57301334,ADVIL FILM COATED TAB,6.19,6.19
2517480,57301338,ADVIL FILM COATED TAB,9.58,9.58
2517555,57301344,ADVIL RESPONSE CAP,6.06,6.06
2517563,57301348,ADVIL FILM COATED CAP,9.58,9.58
2517571,555175,CALTRATE GUMMY BITES,8.01,8.01
2517696,544638,CENTRUM SILVER,6.87,6.87
2517712,544639,CENTRUM SILVER,10.13,10.13
2517746,544706,CENTRUM SPECIAL ENERGY,9.38,9.38
2517753,544701,CENTRUM SPECIAL ENERGY,15.97,15.97
2517761,544986,CENTRUM SPECIAL HEART,8.52,8.52
2517787,543655,CENTRUM SPECIAL PRENATAL,12.37,12.37
2517803,576045,PRONUTRIENTS OMEGA 3,9.14,9.14
2520500,30060301502,DOC-Q-LACE 100MG SFTGL QUA,2.69,2.69
2520906,370004929,ALWAYS PNTILNR DRI XLNG,3.07,3.07
2520922,370004919,ALWAYS PNTILNR DR XLNG,5.4,5.4
2520989,370001245,ALWAYS PAD REG WING,5.83,5.83
2521094,370008093,SECRET SCT EXP 2.6OZ SMR BRY,4.35,4.35
2521102,370002294,SECRET CLINICAL 1.6OZ ALL DAY,6.04,6.04
2521136,474006502,GILLETTE INV SLD 2.6OZ TRN DAY,4.31,4.31
2521169,3700047426,SECRET NAT MIN 2.6OZ EUCAL,3.98,3.98
2521201,370004969,SECRET CLINICAL 1.6OZ LAV,6.04,6.04
2521219,370002298,SECRET AP INV SLD 2.6OZ CCMBR,4.31,4.31
2521292,1204401560,OLD SPICE INV SLD 2.6OZ FIJI,4.31,4.31
2521300,120440375,OLD SPICE R/ZN DEO 3.25OZ SWAG,3.92,3.92
2521318,120440399,OLD SPICE BDY SPR 3.75OZ FIJI,4.09,4.09
2521326,120440399,OLD SPICE BDY SPR 3.75OZ DENAL,4.09,4.09
2521359,370003292,SECRET AP 6OZ SPRNG BRZ AER,3.84,3.84
2521375,370007110,SECRET AP 6OZ PWD AER,3.84,3.84
2528263,3980011077,ENERGIZER BAT WTCH 1.5V 364BPZ,1.21,1.21
2528271,3980010964,ENERGIZER BAT WTCH 1.5V 377BPZ,1.21,1.21
2528321,3980011073,ENERGIZER BAT WTCH 1.5V 389BPZ,1.2,1.2
2528339,3980011085,ENERGIZER BAT WTCH 1.5V 392BPZ,1.2,1.2
2528347,3980011090,ENERGIZER BAT WTCH 1.5V A76BPZ,1.21,1.21
2528461,977520022,BOOGIE WIPES SIMPLY UNS,3.33,3.33
2529543,30053636033,IBUPROFEN SFTGEL CAP 200MG  WL,5.27,5.27
2530459,4129860211,ARM SLING W/VEL CHILD 5906021,4.3,4.3
2531176,307680344,SD L-ARGININE 500MG,6.63,6.63
2531671,79285001441,BURTS BEES THROAT DROP HONEY,1.7,1.7
2531689,79285001442,BURTS BEES THROAT DROP HNY LEM,1.7,1.7
2531762,3980010797,ENERGIZER BAT MAX AA 8PK,7.01,7.01
2532307,73221630095,ZICAM CLD RPDMELT +ECHINACEA,9.15,9.15
2532588,4116701650,GOLD BOND FT CRM 4OZ SOFT,5.4,5.4
2532612,1920081545,LYSOL SPR 12.5OZ CITRUS,4.87,4.87
2532620,192007418,LYSOL SPR 12.5OZ CRISP LINEN,4.87,4.87
2532646,192000284,LYSOL SPR 12.5OZ SPRING,4.87,4.87
2532653,192008114,LYSOL 4 IN 1 WIPE LEM/LIME,2.82,2.82
2532679,1920076938,LYSOL NEUTRA AIR 10OZ FRS,2.9,2.9
2533362,380040699,CAREFREE PNTYLNR B/S REG UNS,1.14,1.14
